id,hs_customer,name,standard_price,bill_type,status
913,18,Training,0,2,inactive
914,15,Haul Flowback,105,2,active
915,16,Equipment Cleanout,0,2,active
1259,28,Haul Brine to Location,100,2,active
1260,28,Pull Bottoms,0,2,active
1261,28,Oil Transfer,0,2,active
1262,28,Containment/Cellar clean-up,0,2,active
1263,28,Haul Fresh Water to Location,0,2,active
1264,28,Haul KCL to Location,0,2,active
1265,28,Service work,0,2,active
1266,28,Haul Flowback Water,85,2,inactive
1268,18,Trucking - Oil,0,2,active
1281,4,Pump Truck,140,2,active
1282,4,Bobtail,100,2,active
1283,4,Winch Truck,110,2,active
1284,4,Hot Oiler,140,2,active
1285,4,Transport,110,2,active
1286,16,Jet truck,0,2,active
1289,18,Soil Farming,0,2,inactive
1296,28,Washout,150,2,active
1297,4,10K Pump Truck,150,2,active
1299,16,Cleaned out vessel,0,1,active
1300,18,Solids Hauling: 71-80 Miles,500,1,active
1301,16,Mud,0,1,active
1302,18,Soil Farming - OCC Permit Fee,0,2,active
1303,18,Soil Farming - Deliver Ag Lime,0,1,active
1304,18,Soil Farming - Washout,0,2,active
1305,18,Transport: Misc,0,2,inactive
1306,15,Deliver and set frac tank(s),200,1,active
1307,15,Release and pick up frac tank(s),200,1,active
1308,18,Water Base Liquids (hauled to spread site) 4-6 Miles,2,1,active
1309,18,SF End Dumps - Haul Oil Based Cuttings to Disposal,0,2,active
1310,18,SF End Dumps - Haul Water Based Cuttings to Disposal,0,2,active
1311,18,SF End Dumps - Haul Contaminated Dirt to Disposal,0,2,active
1312,16,Disposal,0,1,active
1380,23,Nightwatch,30,2,active
1381,34,Lease Water,105,2,active
1382,34,Haul Mud to Location,100,2,active
1383,34,General Service Work,100,2,active
1384,34,Haul Freshwater to Location,100,2,active
1385,34,Flowback,100,2,active
1404,16,Pressure wash,100,2,active
1761,16,Delivery,0,2,active
1764,18,Trucking - Transport ABO,0,2,active
1766,34,Lease to Lease Transfer,100,2,active
1767,16,Backhoe,125,2,active
1768,16,Steamer,160,2,active
1769,34,Half Pits/Containments,105,2,active
1771,37,Water Haul,2.05,1,active
1772,37,Flowback,2.05,1,active
1773,37,Standby,110,2,active
1776,18,Trucking - Half Pit Cleaning,0,2,active
1777,34,Brine Water,8,1,active
1778,37,Cellar Clean Out,200,2,active
1779,37,Slop,110,2,active
1780,37,OBM,110,2,active
1781,37,WBM,110,2,active
1782,37,Rock/ Gravel,7,1,active
1783,24,crane rent,2400,1,active
1827,18,Roustabout: Bid,0,2,active
1829,37,Cement Kill Dust,110,2,active
1830,37,Pipe,110,2,active
1831,37,Washout,150,2,active
1844,37,Pit Clean Out,110,2,active
1850,37,Transfer fluids,110,2,active
1851,39,Waterhauling,1.5,1,active
1852,39,Flowback,1.5,1,active
1853,39,Winch Truck,75,2,active
1854,39,Service Work,65,2,active
1855,37,Chemicals,110,2,active
1856,37,Lime-Ton,12.6,1,active
1857,37,Lime- Bags,650,1,active
1858,16,Dirt Sales,0,1,active
1859,34,Trucking Only,100,2,active
1860,16,Knockout Cleanout,0,2,active
1861,37,Other,110,2,active
1865,34,Skim/Transfer Oil,100,2,active
1866,37,Cuttings,95,2,active
1867,34,Transfer on location,100,2,inactive
1868,34,Transfer on location,100,2,active
1869,40,Flowback,0,1,active
1870,40,Service Work,0,2,active
1871,40,Waterhauling,0,1,active
1872,40,Winch Truck,0,2,active
1874,15,Pump Truck,140,2,active
1875,41,Pulled Tank Bottoms,85,2,active
1876,41,CaCI Delivery,85,2,active
1877,41,CDL Driver,85,2,active
1878,41,Pulled Cellars,85,2,active
1879,41,Containment Pull,85,2,active
1880,41,Hauled Crude Oil,0,1,active
1881,41,Hauled Solids in End Dump,85,2,active
1882,41,Pulled Firewall,85,2,active
1883,41,Hauled Pipe,100,2,active
1884,41,KCL Delivery,85,2,active
1885,41,Hauled Oil Based Mud,85,2,active
1886,41,Hauled Pit Water,85,2,active
1887,41,Hauled Muddy Pit Water,85,2,active
1888,41,Service Work,85,2,active
1889,41,Hauled Sludge,85,2,active
1890,41,Hauled Water Based Mud,85,2,active
1891,41,Rejected Load,75,2,active
1892,41,Hauled Fresh Water,85,2,active
1893,41,Hauled Flowback,85,2,active
1894,41,Hauled Dirty Flowback,85,2,active
1895,41,Equipment Rental,0,1,active
1896,41,Freight,0,2,active
1897,41,Water Hauling,85,2,active
1905,37,Work on Location,110,2,active
1907,28,Hauling Mud,0,2,active
1908,5,K Flow Back,0,1,active
1909,40,CC,0,1,active
1910,40,MIKE,0,1,active
1914,37,Spread rock/gravel,75,2,active
1940,34,No Load,95,2,active
1941,41,Equipment Haul,0,2,active
1944,19,No Load,0,2,inactive
1945,19,No Load,0,2,active
1946,37,Dirt,115,2,active
1948,37,Frac Tank Rental,35,1,active
1949,37,Winch Truck,115,2,active
1950,37,Frac Tank Rental,0,1,inactive
1954,45,Soil Farming - Backhoe Work,0,2,active
1955,45,Soil Farming - Bobtail Work,0,2,active
1956,45,Soil Farming - Deliver Ag Lime,0,2,active
1957,45,Soil Farming - Footage Job,0,2,active
1958,45,Soil Farming - Hourly Work,95,2,active
1959,45,Soil Farming - OCC Permit Fee,1500,1,active
1960,45,Soil Farming - Spread Oil Based Cuttings,0,2,active
1961,45,Soil Farming - Spread Water Based Cuttings,0,2,active
1962,45,Soil Farming - Spread Water Based Liquids,0,2,active
1963,45,Soil Farming - Turnkey Job,0,2,active
1964,45,Soil Farming - Washout,0,2,active
1965,45,130 BBL Vacuum Truck w/ Operator,110,2,active
1966,45,End Dump Truck w/Operator,0,2,active
1967,45,SF End Dumps - Haul Oil Based Cuttings to Disposal,0,2,active
1968,45,SF End Dumps - Haul Water Based Cuttings to Disposal,0,2,active
1969,45,Solids Hauling: 0-20 Miles,0,2,active
1970,45,Solids Hauling: 21-30 Miles,300,1,active
1971,45,Solids Hauling: 31-40 Miles,350,1,active
1972,45,Solids Hauling: 41-50 Miles,0,2,active
1973,45,Solids Hauling: 51-60 Miles,0,2,active
1974,45,Solids Hauling: 61-70 Miles,0,2,active
1975,45,Solids Hauling: 71-80 Miles,0,2,active
1976,45,Solids Hauling: 81-90 Miles,0,2,active
1977,45,Solids Hauling: 91-100 Miles,0,2,active
1978,34,Pull Bottoms,95,2,active
1979,39,WINCH TRUCK,0,1,active
1980,45,Water Hauling,0,2,inactive
1981,45,Flowback,0,2,active
1982,37,Helper,35,2,active
1983,37,Pull Bottoms,105,2,active
1984,37,Haul fresh water,105,2,active
1985,37,Pump Truck,0,2,active
1986,37,Empty containment,110,2,active
1988,45,Soil Farming - Trackhoe Work,925,1,active
1989,15,Hot Oiler,140,2,active
1990,45,Soil Farming - Testing of Soil,0,1,active
1991,45,Soil Farming - Winch Truck,115,2,inactive
1992,45,Soil Farming - Winch Truck & Trailer,125,2,inactive
1993,45,SF End Dumps - Winch Truck,115,2,active
1994,45,SF End Dumps - Winch Truck & Trailer,125,2,active
1995,45,Non-bill - Spread Berm,0,2,active
1996,45,Non-bill - Move Equipment,0,2,active
1997,45,Non-bill - Equipment Maintenance,0,2,active
1998,45,Non-bill - Haul Lime,0,2,active
1999,45,Soil Farming - 1/2 Pit Rental,0,1,active
2002,45,Non-bill - Pretrip,0,1,active
2003,37,Flex Base,14.4,1,active
2004,37,Roll mud,105,2,active
2006,15,Winch Truck,115,2,active
2007,45,Soil Farming - Frac Tank Rental,0,1,active
2008,45,Soil Farming - Drag the Field,1000,1,active
2009,45,SF End Dumps - Hourly Work,0,2,active
2010,45,Soil Farming - Winch Truck,115,2,active
2011,45,Soil Farming - Winch Truck & Trailer,125,2,active
2012,19,Drill Out,0,2,inactive
2013,19,Drill Out,0,2,active
2014,45,SF End Dumps - Disposal Fee,0,2,active
2017,45,Soil Farming - Other,0,1,active
2018,45,SF End Dumps - Other,0,1,active
2019,39,Fresh Water Sales,0.25,1,active
2020,45,Soil Farming - Discount for trucking during rain,0,2,active
2021,45,Soil Farming - Haul Compost,0,1,active
2022,45,SF End Dumps - Haul Compost,0,1,active
2023,45,SF End Dumps - Compost,95,1,active
2024,45,Soil Farming - Trackhoe Rental,250,1,active
2025,45,SF End Dumps - Haul Contaminated Soil,400,1,active
2029,10,PRODUCED/PRODUCED/RAIN WATER,95,2,active
2030,10,PRODUCED/PRODUCED/TANK BOTTOM PULL,95,2,active
2031,10,PRODUCED/PRODUCED/CONTAINMENT PULL,95,2,active
2032,10,PRODUCED/PRODUCED/BRINE,95,2,active
2033,34,Water Hauling - Haul & Disposal,1.65,1,active
2034,34,Water Hauling - Haul & Disposal,1.6,1,active
2035,34,Water hauling to Suzane/Barton-Hauling Only,1.05,1,active
2036,34,Hourly Service Work - as needed by Encana's request,95,2,active
2037,28,Transfer Fluids,0,2,active
2038,10,PRODUCED/PRODUCED/OPERATIONS,95,2,active
2039,10,OIL/TRANSFER,95,2,active
2040,15,Operator/Foreman,65,2,active
2041,34,Winch Truck,100,2,active
2042,34,Winch Truck,100,2,active
2043,41,Standby,85,2,active
2044,23,H/O Hot oil tanks,0,2,active
2045,23,H/O Hot oil flowlines,0,2,inactive
2046,23,H/O hot oil flowlines,0,2,active
2047,37,Skim Oil,110,2,active
2048,37,Drilling,0,1,active
2049,37,Drilling Fluids,0,2,active
2050,10,Fresh/Operations/Production,95,2,active
2062,45,Transports - Hourly Work,95,2,active
